Country Code,City,Location,Coordinates,Pollutant,Source Name,Unit,Value,Last Updated,Country Label
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,1.5,2022-01-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,2.5,2022-01-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,3.5,2022-01-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,4.5,2022-01-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,5.5,2022-01-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,6.5,2022-01-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,7.5,2022-01-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,8.5,2022-01-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,9.5,2022-01-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,10.5,2022-01-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,1.5,2022-02-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,2.5,2022-02-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,3.5,2022-02-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,4.5,2022-02-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,5.5,2022-02-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,6.5,2022-02-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,7.5,2022-02-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,8.5,2022-02-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,9.5,2022-02-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,10.5,2022-02-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,1.5,2022-03-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,2.5,2022-03-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,3.5,2022-03-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,4.5,2022-03-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,5.5,2022-03-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,6.5,2022-03-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,7.5,2022-03-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,8.5,2022-03-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,9.5,2022-03-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,10.5,2022-03-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,1.5,2022-04-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,2.5,2022-04-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,3.5,2022-04-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,4.5,2022-04-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,5.5,2022-04-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,6.5,2022-04-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,7.5,2022-04-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,8.5,2022-04-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,9.5,2022-04-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,10.5,2022-04-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,1.5,2022-05-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,3.5,2022-05-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,2.5,2022-05-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,4.5,2022-05-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,5.5,2022-05-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,6.5,2022-05-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,7.5,2022-05-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,8.5,2022-05-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,9.5,2022-05-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,10.5,2022-05-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,1.5,2022-06-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,2.5,2022-06-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,3.5,2022-06-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,4.5,2022-06-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,5.5,2022-06-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,6.5,2022-06-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,7.5,2022-06-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,8.5,2022-06-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,9.5,2022-06-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,10.5,2022-06-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,1.5,2022-07-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,2.5,2022-07-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,3.5,2022-07-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,4.5,2022-07-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,5.5,2022-07-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,6.5,2022-07-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,7.5,2022-07-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,8.5,2022-07-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,9.5,2022-07-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,10.5,2022-07-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,1.5,2022-08-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,2.5,2022-08-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,3.5,2022-08-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,4.5,2022-08-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,5.5,2022-08-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,6.5,2022-08-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,7.5,2022-08-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,8.5,2022-08-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,9.5,2022-08-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,10.5,2022-08-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,1.5,2022-09-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,2.5,2022-09-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,3.5,2022-09-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,4.5,2022-09-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,5.5,2022-09-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,6.5,2022-09-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,7.5,2022-09-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,8.5,2022-09-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,9.5,2022-09-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,10.5,2022-09-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,1.5,2022-10-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,2.5,2022-10-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,3.5,2022-10-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,4.5,2022-10-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,5.5,2022-10-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,6.5,2022-10-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,7.5,2022-10-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,8.5,2022-10-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,9.5,2022-10-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,10.5,2022-10-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,1.5,2022-11-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,2.5,2022-11-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,3.5,2022-11-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,4.5,2022-11-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,5.5,2022-11-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,6.5,2022-11-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,7.5,2022-11-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,8.5,2022-11-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,9.5,2022-11-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,10.5,2022-11-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,1.5,2022-12-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,2.5,2022-12-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,3.5,2022-12-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,4.5,2022-12-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,5.5,2022-12-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,6.5,2022-12-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,7.5,2022-12-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,8.5,2022-12-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,9.5,2022-12-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,PM10,GIOS,µg/m³,10.5,2022-12-12T09:00:00+02:00,Poland

PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,SO2,GIOS,µg/m³,1.5,2022-01-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,SO2,GIOS,µg/m³,2.5,2022-01-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,SO2,GIOS,µg/m³,3.5,2022-01-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,SO2,GIOS,µg/m³,4.5,2022-01-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,SO2,GIOS,µg/m³,5.5,2022-01-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,SO2,GIOS,µg/m³,6.5,2022-01-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,SO2,GIOS,µg/m³,7.5,2022-01-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,SO2,GIOS,µg/m³,8.5,2022-01-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,SO2,GIOS,µg/m³,9.5,2022-01-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,SO2,GIOS,µg/m³,10.5,2022-01-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,SO2,GIOS,µg/m³,1.5,2022-02-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,SO2,GIOS,µg/m³,2.5,2022-02-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,SO2,GIOS,µg/m³,3.5,2022-02-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,SO2,GIOS,µg/m³,4.5,2022-02-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,SO2,GIOS,µg/m³,5.5,2022-02-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,SO2,GIOS,µg/m³,6.5,2022-02-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,SO2,GIOS,µg/m³,7.5,2022-02-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,SO2,GIOS,µg/m³,8.5,2022-02-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,SO2,GIOS,µg/m³,9.5,2022-02-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,SO2,GIOS,µg/m³,10.5,2022-02-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,SO2,GIOS,µg/m³,1.5,2022-03-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,SO2,GIOS,µg/m³,2.5,2022-03-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,SO2,GIOS,µg/m³,3.5,2022-03-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,SO2,GIOS,µg/m³,4.5,2022-03-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,SO2,GIOS,µg/m³,5.5,2022-03-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,SO2,GIOS,µg/m³,6.5,2022-03-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,SO2,GIOS,µg/m³,7.5,2022-03-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,SO2,GIOS,µg/m³,8.5,2022-03-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,SO2,GIOS,µg/m³,9.5,2022-03-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,SO2,GIOS,µg/m³,10.5,2022-03-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,SO2,GIOS,µg/m³,1.5,2022-04-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,SO2,GIOS,µg/m³,2.5,2022-04-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,SO2,GIOS,µg/m³,3.5,2022-04-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,SO2,GIOS,µg/m³,4.5,2022-04-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,SO2,GIOS,µg/m³,5.5,2022-04-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,SO2,GIOS,µg/m³,6.5,2022-04-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,SO2,GIOS,µg/m³,7.5,2022-04-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,SO2,GIOS,µg/m³,8.5,2022-04-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,SO2,GIOS,µg/m³,9.5,2022-04-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,SO2,GIOS,µg/m³,10.5,2022-04-12T09:00:00+02:00,Poland
PL,Szczecin,Szczecin: ul. Andrzejewskiego,53.380975:14.663347,SO2,GIOS,µg/m³,1.5,2022-05-12T09:00:00+02:00,Poland
